CustomerID,Gender,Age,Annual Income ($),Spending Score (1-100),Profession,Work Experience,Family Size,Date
498,Male,12,84547,96,Homemaker,3,3,11/12/2019
499,Male,95,121725,3,,12,3,11/12/2019
500,Male,41,65723,91,Artist,6,7,11/12/2019
501,Female,38,96794,96,Healthcare,6,3,11/12/2019
502,Male,68,72352,61,Healthcare,8,5,11/12/2019
503,Female,4,53097,21,Healthcare,0,7,11/12/2019
504,Female,5,144831,17,Artist,1,3,11/12/2019
505,Female,3,183851,10,Doctor,1,2,11/12/2019
506,Female,20,111896,90,Executive,1,3,11/12/2019
507,Female,3,64824,30,Executive,1,1,11/12/2019
508,Male,36,88565,16,Healthcare,1,5,11/12/2019
509,Female,70,104974,63,Artist,1,1,11/12/2019
510,Female,17,167060,47,Artist,1,5,11/12/2019
511,Female,31,69018,17,Artist,6,1,11/12/2019
512,Female,48,174109,96,Entertainment,0,1,11/12/2019
513,Male,28,62186,29,Marketing,0,1,11/12/2019
514,Male,97,183783,70,Healthcare,9,3,11/12/2019
515,Male,81,83771,1,Artist,1,2,11/12/2019
516,Female,37,148196,91,Artist,0,2,11/12/2019
517,Male,85,131742,87,Entertainment,1,1,11/12/2019
518,Female,78,59971,94,Homemaker,14,7,11/12/2019
519,Female,13,88960,2,Entertainment,13,3,11/12/2019
520,Female,53,140107,38,Healthcare,1,5,11/12/2019
521,Female,41,161896,49,Entertainment,1,3,11/12/2019
522,Female,9,57272,60,Engineer,1,1,11/12/2019
523,Male,20,119952,2,Healthcare,8,2,11/12/2019
524,Female,98,167197,63,Doctor,1,5,11/12/2019
525,Female,44,186116,2,Healthcare,8,6,11/12/2019
526,Female,66,134677,59,Healthcare,15,5,11/12/2019
527,Female,58,180479,74,Healthcare,0,3,11/12/2019
528,Male,97,112783,21,Artist,9,6,11/12/2019
529,Male,13,150258,17,Doctor,0,3,11/12/2019
530,Male,48,115832,92,Artist,2,2,11/12/2019
531,Female,47,104834,44,Artist,0,7,11/12/2019
532,Male,93,152571,66,Doctor,14,5,11/12/2019
533,Female,11,162287,45,Engineer,3,2,11/12/2019
534,Female,68,171761,59,Doctor,1,6,11/12/2019
535,Female,87,77709,73,Artist,0,1,11/12/2019
536,Female,22,95053,17,Entertainment,1,2,11/12/2019
537,Male,89,74820,33,Doctor,1,2,11/12/2019
538,Male,57,152267,92,Engineer,9,5,11/12/2019
539,Male,91,71925,14,Artist,4,2,11/12/2019
540,Female,84,151340,95,Artist,1,7,11/12/2019
541,Male,56,162921,51,Executive,0,4,11/12/2019
542,Female,26,52234,30,Executive,1,2,11/12/2019
543,Female,56,100271,87,Artist,1,5,11/12/2019
544,Female,6,170266,23,Artist,3,2,11/12/2019
545,Female,33,88763,1,Entertainment,1,1,11/12/2019
546,Female,89,107359,26,,10,6,11/12/2019
547,Male,99,164781,83,Engineer,0,2,11/12/2019
548,Female,25,156016,85,Artist,2,1,11/12/2019
549,Female,96,186882,40,Entertainment,1,7,11/12/2019
550,Female,35,99300,88,Homemaker,5,2,11/12/2019
551,Male,16,58127,65,Marketing,0,3,11/12/2019
552,Female,81,89211,12,Doctor,1,7,11/12/2019
553,Female,7,148607,59,Homemaker,1,7,11/12/2019
554,Female,31,139592,62,Marketing,1,1,11/12/2019
555,Female,16,172051,62,Healthcare,1,3,11/12/2019
556,Male,89,57033,99,Artist,0,4,11/12/2019
557,Male,84,117612,63,Engineer,0,6,11/12/2019
558,Male,40,185321,96,Artist,0,7,11/12/2019
559,Female,17,186577,5,Healthcare,8,5,11/12/2019
560,Male,0,151298,89,Artist,0,6,11/12/2019
561,Female,69,123925,52,Artist,1,7,11/12/2019
562,Female,17,169496,12,Lawyer,11,6,11/12/2019
563,Female,0,142892,25,Entertainment,8,1,11/12/2019
564,Female,34,58979,3,Entertainment,9,5,11/12/2019
565,Female,51,141416,100,Healthcare,15,1,11/12/2019
566,Male,54,104854,67,Healthcare,1,7,11/12/2019
567,Female,19,180331,14,Artist,17,5,11/12/2019
568,Female,99,172896,13,Engineer,0,3,11/12/2019
569,Female,2,101451,82,Healthcare,4,3,11/12/2019
570,Female,91,189974,37,Engineer,8,1,11/12/2019
571,Male,65,90084,65,Artist,1,6,11/12/2019
572,Female,47,112247,24,Executive,4,5,11/12/2019
573,Female,91,181775,61,Artist,4,5,11/12/2019
574,Female,64,59088,31,Artist,1,3,11/12/2019
575,Female,91,60856,23,Artist,1,6,11/12/2019
576,Male,32,149900,34,Artist,6,3,11/12/2019
577,Male,15,142776,98,Engineer,8,5,11/12/2019
578,Male,22,162598,84,Artist,8,3,11/12/2019
579,Female,37,146195,89,Healthcare,4,4,11/12/2019
580,Male,83,135268,53,Lawyer,4,5,11/12/2019
581,Female,89,136037,1,Marketing,5,1,11/12/2019
582,Female,33,111191,67,Artist,9,4,11/12/2019
583,Female,13,144111,62,Entertainment,12,5,11/12/2019
584,Female,71,177359,56,Doctor,6,2,11/12/2019
585,Female,10,112818,85,Marketing,15,7,11/12/2019
586,Male,49,53509,98,Artist,5,4,11/12/2019
587,Female,9,168269,75,Executive,10,2,11/12/2019
588,Female,53,86766,2,Lawyer,16,3,11/12/2019
589,Female,63,52661,25,Healthcare,12,5,11/12/2019
590,Female,46,148520,14,Healthcare,11,5,11/12/2019
591,Male,42,149936,52,Artist,15,3,11/12/2019
592,Female,73,102296,31,Entertainment,7,5,11/12/2019
593,Male,75,178416,16,Executive,10,7,11/12/2019
594,Female,49,83788,41,Doctor,15,1,11/12/2019
595,Female,96,184771,77,Engineer,8,5,11/12/2019
596,Female,52,70302,88,Executive,14,3,11/12/2019
597,Female,15,58639,51,Entertainment,5,7,11/12/2019
598,Male,91,97879,40,Entertainment,15,7,11/12/2019
599,Male,22,64707,29,Entertainment,7,3,11/12/2019
600,Male,62,71795,87,Healthcare,8,1,11/12/2019
601,Male,41,76567,85,Doctor,16,1,11/12/2019
602,Male,61,126370,20,,11,4,11/12/2019
603,Female,71,154007,32,Artist,7,7,11/12/2019
604,Female,91,69720,78,Lawyer,17,6,11/12/2019
605,Female,94,85265,68,Executive,7,6,11/12/2019
606,Female,3,155864,31,Healthcare,13,3,11/12/2019
607,Female,15,99421,72,Artist,8,7,11/12/2019
608,Female,96,145457,57,Executive,2,1,11/12/2019
609,Male,12,118041,77,Artist,9,2,11/12/2019
610,Female,23,73759,83,Doctor,0,7,11/12/2019
611,Male,94,90082,17,Artist,5,7,11/12/2019
612,Female,7,74928,12,Artist,0,6,11/12/2019
613,Female,74,101352,36,Lawyer,0,5,11/12/2019
614,Female,52,93947,81,Healthcare,9,2,11/12/2019
615,Male,39,134629,23,Engineer,1,6,11/12/2019
616,Male,72,101858,70,Healthcare,8,6,11/12/2019
617,Female,55,165501,47,Artist,10,4,11/12/2019
618,Male,29,135931,74,Lawyer,5,1,11/12/2019
619,Male,38,103356,20,Marketing,1,6,11/12/2019
620,Female,44,75195,79,Artist,1,3,11/12/2019
621,Male,58,123083,44,Entertainment,6,5,11/12/2019
622,Male,77,73884,30,Healthcare,1,2,11/12/2019
623,Female,56,91180,61,Entertainment,1,7,11/12/2019
624,Male,79,86235,52,Artist,0,2,11/12/2019
625,Female,97,96400,4,Doctor,1,7,11/12/2019
626,Male,78,83599,12,Healthcare,1,6,11/12/2019
627,Female,91,82535,50,Healthcare,0,1,11/12/2019
628,Male,35,92227,8,Lawyer,0,5,11/12/2019
629,Female,43,150444,27,Artist,13,4,11/12/2019
630,Female,37,149095,83,Lawyer,1,2,11/12/2019
631,Male,63,113605,42,Artist,3,3,11/12/2019
632,Female,16,93854,82,Healthcare,0,7,11/12/2019
633,Male,32,118280,92,Artist,0,5,11/12/2019
634,Male,91,94576,90,Artist,0,1,11/12/2019
635,Female,33,129257,70,Executive,6,3,11/12/2019
636,Female,57,70373,10,Healthcare,2,6,11/12/2019
637,Female,43,77600,66,Healthcare,0,1,11/12/2019
638,Female,26,113707,97,Entertainment,0,5,11/12/2019
639,Female,59,189672,8,Doctor,0,7,11/12/2019
640,Female,61,143180,58,Artist,0,5,11/12/2019
641,Female,59,174890,14,Marketing,3,4,11/12/2019
642,Male,66,121377,19,,7,7,11/12/2019
643,Male,26,154857,13,Healthcare,0,7,11/12/2019
644,Female,67,160945,51,Healthcare,0,5,11/12/2019
645,Female,85,119557,35,Artist,0,2,11/12/2019
646,Female,76,187141,33,Doctor,0,7,11/12/2019
647,Female,57,97468,22,Artist,0,1,11/12/2019
648,Female,77,160351,77,Lawyer,8,5,11/12/2019
649,Female,66,178627,94,Healthcare,1,2,11/12/2019
650,Female,49,170188,80,Lawyer,1,6,11/12/2019
651,Female,36,166007,40,Doctor,1,4,11/12/2019
652,Male,74,91794,83,Entertainment,0,7,11/12/2019
653,Female,16,189072,86,Artist,6,3,11/12/2019
654,Male,27,152717,15,Executive,1,6,11/12/2019
655,Female,3,158549,98,Executive,0,3,11/12/2019
656,Male,31,134263,94,Marketing,1,3,11/12/2019
657,Female,30,148236,28,Executive,1,1,11/12/2019
658,Male,94,171677,81,Artist,0,6,11/12/2019
659,Female,31,189446,38,Artist,1,6,11/12/2019
660,Male,49,106633,53,Artist,0,3,11/12/2019
661,Male,49,81084,48,Executive,6,5,11/12/2019
662,Male,53,148759,52,Doctor,7,7,11/12/2019
663,Female,3,117638,95,Healthcare,2,7,11/12/2019
664,Female,91,159537,37,Doctor,4,1,11/12/2019
665,Male,26,79526,6,Marketing,9,7,11/12/2019
666,Male,28,101414,64,,8,1,11/12/2019
667,Female,92,109519,72,Entertainment,1,4,11/12/2019
668,Female,59,156880,70,Artist,0,7,11/12/2019
669,Male,15,157278,58,Artist,0,6,11/12/2019
670,Female,23,144916,84,Engineer,1,7,11/12/2019
671,Male,54,59163,100,Marketing,3,3,11/12/2019
672,Female,93,93991,49,Artist,1,3,11/12/2019
673,Female,65,58318,45,Doctor,1,1,11/12/2019
674,Female,13,180786,88,Lawyer,1,5,11/12/2019
675,Male,71,84622,45,Doctor,0,6,11/12/2019
676,Male,1,92674,59,Artist,8,4,11/12/2019
677,Female,57,87553,94,Artist,1,1,11/12/2019
678,Male,14,74174,79,Entertainment,1,2,11/12/2019
679,Female,77,180831,33,Healthcare,1,2,11/12/2019
680,Female,89,137397,33,Doctor,1,7,11/12/2019
681,Male,17,96154,100,Artist,1,4,11/12/2019
682,Male,86,172477,69,Entertainment,1,3,11/12/2019
683,Male,42,59954,37,Executive,4,4,11/12/2019
684,Female,29,112240,95,Entertainment,0,4,11/12/2019
685,Female,54,145679,35,Artist,0,2,11/12/2019
686,Male,96,136265,49,Artist,12,5,11/12/2019
687,Female,58,74869,12,Healthcare,0,3,11/12/2019
688,Female,52,109425,46,Engineer,0,1,11/12/2019
689,Female,3,126015,57,Healthcare,0,1,11/12/2019
690,Female,13,156951,66,Healthcare,4,7,11/12/2019
691,Female,3,127172,68,Healthcare,1,2,11/12/2019
692,Male,89,113834,22,Doctor,0,3,11/12/2019
693,Male,83,132005,2,Entertainment,0,5,11/12/2019
694,Female,80,171323,78,Lawyer,10,4,11/12/2019
695,Female,74,92355,87,Entertainment,1,4,11/12/2019
696,Male,42,60982,3,Healthcare,0,5,11/12/2019
697,Female,91,51742,33,Artist,8,3,11/12/2019
698,Female,31,138612,71,Executive,9,2,11/12/2019
699,Male,8,158123,84,Artist,1,1,11/12/2019
700,Male,64,164675,65,Executive,0,5,11/12/2019
701,Female,41,172882,27,Healthcare,8,7,11/12/2019
702,Female,62,70119,93,Artist,0,1,11/12/2019
703,Male,41,113998,26,Healthcare,7,7,11/12/2019
704,Male,22,114011,40,,5,7,11/12/2019
705,Male,5,57265,89,Entertainment,7,7,11/12/2019
706,Female,38,130597,2,Artist,6,1,11/12/2019
707,Female,88,121597,7,Engineer,0,5,11/12/2019
708,Male,56,103210,100,Artist,6,6,11/12/2019
709,Male,47,66308,8,Executive,0,4,11/12/2019
710,Male,4,141336,93,Homemaker,2,1,11/12/2019
711,Male,82,153632,76,Entertainment,9,7,11/12/2019
712,Female,31,65520,71,Lawyer,1,2,11/12/2019
713,Female,69,153217,83,Healthcare,1,6,11/12/2019
714,Male,62,92768,75,Doctor,1,1,11/12/2019
715,Female,54,132345,10,Artist,0,2,11/12/2019
716,Female,60,186069,49,Marketing,1,2,11/12/2019
717,Female,31,53802,32,Artist,1,7,11/12/2019
718,Female,17,103739,62,Healthcare,6,4,11/12/2019
719,Female,15,50550,34,Healthcare,9,7,11/12/2019
720,Female,37,145648,21,Healthcare,7,6,11/12/2019
721,Male,36,85737,37,Executive,0,3,11/12/2019
722,Female,27,99950,20,Entertainment,0,4,11/12/2019
723,Female,11,83220,21,Engineer,7,4,11/12/2019
724,Male,83,73410,50,Entertainment,8,5,11/12/2019
725,Female,71,64310,43,Marketing,2,1,11/12/2019
726,Female,20,59844,79,Doctor,0,1,11/12/2019
727,Male,3,67787,1,Executive,1,6,11/12/2019
728,Male,52,172841,4,Engineer,0,1,11/12/2019
729,Male,75,145528,61,Healthcare,1,2,11/12/2019
730,Male,36,173807,42,Artist,0,2,11/12/2019
731,Male,60,185794,69,Entertainment,7,1,11/12/2019
732,Male,8,119780,71,Healthcare,1,3,11/12/2019
733,Female,9,158596,86,Artist,1,2,11/12/2019
734,Female,41,118122,52,Entertainment,0,6,11/12/2019
735,Male,38,99964,11,Healthcare,7,4,11/12/2019
736,Female,69,120752,27,Executive,1,6,11/12/2019
737,Female,33,189630,53,Executive,5,5,11/12/2019
738,Male,64,125510,6,Healthcare,3,3,11/12/2019
739,Male,19,101799,49,Engineer,1,1,11/12/2019
740,Female,88,92914,74,Artist,0,3,11/12/2019
741,Female,91,162465,59,Engineer,9,3,11/12/2019
742,Male,84,163818,27,Engineer,2,1,11/12/2019
743,Female,43,53832,56,Entertainment,4,1,11/12/2019
744,Female,30,140190,49,Engineer,1,4,11/12/2019
745,Male,16,125836,69,Healthcare,1,4,11/12/2019
746,Male,89,100938,27,Entertainment,0,7,11/12/2019
747,Male,5,168670,37,Artist,1,3,11/12/2019
748,Female,54,176885,10,Entertainment,0,3,11/12/2019
749,Female,41,111174,28,Artist,4,5,11/12/2019
750,Male,80,127335,97,Artist,6,6,11/12/2019
751,Male,37,149103,3,Healthcare,10,1,11/12/2019
752,Male,87,167705,31,Healthcare,0,7,11/12/2019
753,Female,50,183548,85,Entertainment,1,4,11/12/2019
754,Female,14,50396,46,Lawyer,0,6,11/12/2019
755,Female,17,63557,3,Marketing,1,1,11/12/2019
756,Female,98,87878,55,Artist,1,6,11/12/2019
757,Male,3,55634,53,Engineer,8,3,11/12/2019
758,Female,83,118110,26,Engineer,1,5,11/12/2019
759,Male,13,129396,36,Artist,6,6,11/12/2019
760,Female,46,62628,64,Entertainment,8,6,11/12/2019
761,Female,25,51700,17,Healthcare,4,6,11/12/2019
762,Female,4,106816,49,Artist,7,5,11/12/2019
763,Male,64,93000,67,Lawyer,0,2,11/12/2019
764,Female,84,144148,71,Doctor,1,4,11/12/2019
765,Male,12,101388,90,Artist,0,2,11/12/2019
766,Female,56,171560,78,Engineer,0,2,11/12/2019
767,Male,58,156366,60,Entertainment,8,1,11/12/2019
768,Female,0,143910,22,Marketing,1,7,11/12/2019
769,Female,25,106569,84,Engineer,1,3,11/12/2019
770,Male,28,173009,25,Healthcare,9,6,11/12/2019
771,Male,78,54252,29,Engineer,0,5,11/12/2019
772,Male,56,104600,57,Entertainment,6,3,11/12/2019
773,Male,91,50250,54,Artist,0,2,11/12/2019
774,Male,77,93242,84,Entertainment,0,7,11/12/2019
775,Female,83,156839,38,Artist,3,7,11/12/2019
776,Female,64,71305,39,Artist,9,2,11/12/2019
777,Male,19,85975,73,Entertainment,0,6,11/12/2019
778,Male,94,188107,52,Engineer,10,2,11/12/2019
779,Male,19,82333,35,Marketing,1,2,11/12/2019
780,Male,84,125016,25,Entertainment,1,7,11/12/2019
781,Female,10,148908,10,Healthcare,2,3,11/12/2019
782,Female,19,58217,70,Artist,0,1,11/12/2019
783,Male,74,76521,29,Engineer,7,4,11/12/2019
784,Female,95,117763,42,Artist,1,2,11/12/2019
785,Female,34,115184,93,Homemaker,1,4,11/12/2019
786,Male,30,54251,7,Artist,2,6,11/12/2019
787,Female,53,112530,24,Entertainment,2,6,11/12/2019
788,Male,67,107409,2,Artist,1,6,11/12/2019
789,Female,23,84793,23,Homemaker,9,6,11/12/2019
790,Female,25,66952,79,Entertainment,1,2,11/12/2019
791,Female,84,153465,11,Lawyer,1,4,11/12/2019
792,Female,1,178214,17,Artist,1,7,11/12/2019
793,Male,70,152069,42,Entertainment,4,4,11/12/2019
794,Female,56,132860,17,Healthcare,7,2,11/12/2019
795,Female,0,147719,86,Lawyer,1,7,11/12/2019
796,Female,91,172915,29,Doctor,9,1,11/12/2019
797,Female,81,148594,29,Entertainment,3,5,11/12/2019
798,Male,33,61986,77,Executive,0,1,11/12/2019
799,Male,75,91456,13,Artist,1,4,11/12/2019
800,Male,11,166247,84,Executive,1,2,11/12/2019
801,Female,61,140516,50,Artist,0,3,11/12/2019
802,Male,81,148208,36,,5,7,11/12/2019
803,Female,62,133822,78,Marketing,0,4,11/12/2019
804,Female,44,175424,32,Artist,4,5,11/12/2019
805,Female,67,121528,92,Healthcare,8,4,11/12/2019
806,Female,30,189369,69,Healthcare,0,3,11/12/2019
807,Female,92,80808,26,Artist,1,1,11/12/2019
808,Male,25,57535,84,Entertainment,1,7,11/12/2019
809,Female,61,163509,51,Healthcare,0,4,11/12/2019
810,Female,72,75884,57,Executive,0,7,11/12/2019
811,Female,89,157759,52,Artist,1,6,11/12/2019
812,Female,37,184813,44,Executive,0,2,11/12/2019
813,Male,59,187253,51,Executive,8,7,11/12/2019
814,Male,41,81718,36,Entertainment,1,3,11/12/2019
815,Male,60,150019,37,Doctor,1,2,11/12/2019
816,Female,81,53452,73,Entertainment,1,6,11/12/2019
817,Male,85,150765,42,Homemaker,8,2,11/12/2019
818,Female,91,154456,71,,0,7,11/12/2019
819,Female,65,56647,12,Doctor,6,4,11/12/2019
820,Female,19,117477,48,Healthcare,6,7,11/12/2019
821,Female,78,79677,9,Artist,10,7,11/12/2019
822,Female,0,116759,28,Marketing,7,3,11/12/2019
823,Male,26,180702,21,Entertainment,6,1,11/12/2019
824,Female,2,122698,100,Entertainment,8,1,11/12/2019
825,Female,60,169346,55,Healthcare,7,2,11/12/2019
826,Female,67,93176,25,Artist,4,1,11/12/2019
827,Female,4,75853,40,Homemaker,4,5,11/12/2019
828,Male,7,119362,58,Engineer,8,1,11/12/2019
829,Male,28,81545,36,Artist,4,7,11/12/2019
830,Male,67,67372,75,Artist,0,7,11/12/2019
831,Female,30,109703,61,Executive,1,1,11/12/2019
832,Male,38,166697,39,Marketing,13,4,11/12/2019
833,Female,40,124982,34,Engineer,1,7,11/12/2019
834,Female,6,146776,83,Lawyer,1,7,11/12/2019
835,Female,3,147548,45,Executive,4,5,11/12/2019
836,Female,51,117620,60,Healthcare,7,6,11/12/2019
837,Male,63,85351,57,Healthcare,0,2,11/12/2019
838,Male,65,174432,8,Artist,0,7,11/12/2019
839,Male,44,70787,68,Doctor,1,3,11/12/2019
840,Female,90,75473,63,Healthcare,0,7,11/12/2019
841,Male,76,90082,49,Healthcare,1,6,11/12/2019
842,Female,62,185388,54,Healthcare,0,2,11/12/2019
843,Female,5,168110,69,Doctor,14,6,11/12/2019
844,Female,67,184628,38,Artist,12,2,11/12/2019
845,Female,38,176551,45,Healthcare,8,1,11/12/2019
846,Female,31,76422,21,Healthcare,9,7,11/12/2019
847,Male,2,164248,51,Entertainment,9,3,11/12/2019
848,Female,82,109188,38,Lawyer,5,7,11/12/2019
849,Female,66,132951,26,Healthcare,4,1,11/12/2019
850,Female,75,164598,32,Healthcare,8,1,11/12/2019
851,Male,69,186655,32,,7,2,11/12/2019
852,Female,62,111859,86,Healthcare,6,1,11/12/2019
853,Female,0,121926,41,Lawyer,7,1,11/12/2019
854,Female,11,143047,42,Executive,1,3,11/12/2019
855,Female,22,131748,23,Artist,1,3,11/12/2019
856,Male,76,142801,23,Lawyer,0,1,11/12/2019
857,Male,85,142723,46,Engineer,0,6,11/12/2019
858,Male,21,155151,16,Marketing,14,3,11/12/2019
859,Female,64,153607,48,Healthcare,1,4,11/12/2019
860,Male,94,144192,34,Healthcare,0,3,11/12/2019
861,Female,83,174159,22,Lawyer,4,4,11/12/2019
862,Female,93,73642,50,Marketing,0,3,11/12/2019
863,Female,12,170319,46,Artist,8,7,11/12/2019
864,Female,0,141351,10,Engineer,0,2,11/12/2019
865,Female,79,167411,9,Marketing,12,5,11/12/2019
866,Male,90,58289,49,Artist,5,6,11/12/2019
867,Female,45,79801,77,Doctor,0,2,11/12/2019
868,Female,82,146118,52,Marketing,8,7,11/12/2019
869,Female,57,57337,14,Healthcare,1,4,11/12/2019
870,Female,43,113575,6,Entertainment,1,2,11/12/2019
871,Male,63,122658,65,Engineer,6,2,11/12/2019
872,Female,62,151836,13,Artist,0,6,11/12/2019
873,Female,43,185900,80,Homemaker,9,4,11/12/2019
874,Female,34,94029,98,Healthcare,1,4,11/12/2019
875,Female,30,157290,22,Artist,2,2,11/12/2019
876,Male,97,175996,42,Entertainment,10,4,11/12/2019
877,Male,68,102016,37,Artist,0,4,11/12/2019
878,Male,16,77902,67,Artist,1,2,11/12/2019
879,Female,15,81138,86,Healthcare,9,7,11/12/2019
880,Male,25,128258,48,Executive,0,2,11/12/2019
881,Female,29,62475,24,Artist,6,4,11/12/2019
882,Female,85,82854,75,Artist,6,4,11/12/2019
883,Female,30,59284,38,Doctor,7,7,11/12/2019
884,Female,13,141580,92,Healthcare,0,4,11/12/2019
885,Female,88,171362,90,Executive,6,4,11/12/2019
886,Male,5,78274,65,Artist,9,2,11/12/2019
887,Female,95,76646,61,Artist,0,1,11/12/2019
888,Female,92,78308,66,Executive,5,2,11/12/2019
889,Female,63,78971,89,Engineer,1,2,11/12/2019
890,Female,75,65528,73,Marketing,1,5,11/12/2019
891,Male,67,94199,71,Artist,5,7,11/12/2019
892,Female,58,135705,48,Engineer,8,7,11/12/2019
893,Male,52,130573,31,Entertainment,8,3,11/12/2019
894,Female,85,152303,68,Artist,1,5,11/12/2019
895,Female,31,144582,89,Doctor,1,1,11/12/2019
896,Female,84,93288,60,Artist,10,6,11/12/2019
897,Female,93,88192,3,Marketing,10,2,11/12/2019
898,Male,18,62362,81,Lawyer,7,3,11/12/2019
899,Male,73,74350,39,Lawyer,10,1,11/12/2019
900,Male,3,144103,42,Healthcare,8,7,11/12/2019
901,Male,1,75518,17,Lawyer,7,3,11/12/2019
902,Male,53,160980,62,Doctor,4,2,11/12/2019
903,Female,75,102904,28,Artist,7,6,11/12/2019
904,Female,15,174501,37,,9,7,11/12/2019
905,Female,47,157661,57,Healthcare,6,6,11/12/2019
906,Female,66,118385,8,Healthcare,10,3,11/12/2019
907,Female,17,116463,100,Artist,8,4,11/12/2019
908,Female,1,161212,14,Artist,9,6,11/12/2019
909,Male,16,172601,50,Marketing,4,6,11/12/2019
910,Female,52,167214,94,Homemaker,8,7,11/12/2019
911,Male,21,69644,19,Artist,5,1,11/12/2019
912,Female,19,120215,46,Homemaker,7,2,11/12/2019
913,Female,29,180401,23,Engineer,7,6,11/12/2019
914,Female,40,113739,93,Artist,5,7,11/12/2019
915,Male,76,111717,41,Healthcare,1,2,11/12/2019
916,Male,91,62808,20,Engineer,0,4,11/12/2019
917,Female,24,67582,13,Artist,1,3,11/12/2019
918,Male,4,96543,60,Artist,9,1,11/12/2019
919,Male,90,89667,69,Artist,0,2,11/12/2019
920,Female,56,98980,65,Engineer,0,1,11/12/2019
921,Male,14,124998,17,Lawyer,1,3,11/12/2019
922,Male,52,189091,12,Artist,0,6,11/12/2019
923,Female,14,153842,3,Artist,1,3,11/12/2019
924,Male,30,106314,16,Artist,0,7,11/12/2019
925,Female,70,62901,60,Artist,8,5,11/12/2019
926,Male,14,149618,78,Healthcare,4,6,11/12/2019
927,Female,95,72068,97,Healthcare,0,6,11/12/2019
928,Male,25,81367,87,,0,3,11/12/2019
929,Female,95,118575,10,Entertainment,1,3,11/12/2019
930,Female,12,82382,97,Executive,1,3,11/12/2019
931,Male,82,114776,55,Entertainment,10,3,11/12/2019
932,Female,2,145597,81,Artist,1,6,11/12/2019
933,Male,51,162072,86,Engineer,1,1,11/12/2019
934,Male,63,172872,11,Healthcare,0,7,11/12/2019
935,Female,30,182162,6,Artist,1,3,11/12/2019
936,Female,68,71467,81,Artist,5,7,11/12/2019
937,Female,21,85568,1,Healthcare,0,6,11/12/2019
938,Female,99,56851,72,Entertainment,6,3,11/12/2019
939,Female,0,116782,73,Artist,9,5,11/12/2019
940,Female,80,67781,1,Entertainment,4,4,11/12/2019
941,Female,51,70152,29,Healthcare,0,2,11/12/2019
942,Male,18,185861,82,Artist,3,6,11/12/2019
943,Male,43,162595,17,Artist,3,3,11/12/2019
944,Female,29,80098,54,Lawyer,10,6,11/12/2019
945,Female,20,184801,8,Lawyer,1,1,11/12/2019
946,Female,39,58908,37,Artist,6,6,11/12/2019
947,Female,9,146011,69,Marketing,9,5,11/12/2019
948,Female,45,135174,39,Artist,9,4,11/12/2019
949,Female,65,114244,64,Artist,0,1,11/12/2019
950,Female,64,157207,52,Healthcare,0,4,11/12/2019
951,Female,81,128834,23,Entertainment,5,4,11/12/2019
952,Male,54,51166,24,Entertainment,0,7,11/12/2019
953,Female,32,130118,36,Artist,0,4,11/12/2019
954,Male,29,87014,71,Doctor,11,4,11/12/2019
955,Female,25,111379,93,Artist,0,2,11/12/2019
956,Male,5,83704,82,Entertainment,1,1,11/12/2019
957,Female,55,90558,49,Healthcare,8,2,11/12/2019
958,Male,12,187343,14,Healthcare,6,3,11/12/2019
959,Female,81,111174,48,Entertainment,9,6,11/12/2019
960,Male,87,64461,63,Engineer,4,4,11/12/2019
961,Male,12,109618,97,Artist,7,3,11/12/2019
962,Male,91,189357,4,Lawyer,7,1,11/12/2019
963,Female,63,120955,79,Artist,6,1,11/12/2019
964,Female,97,168898,54,Homemaker,8,7,11/12/2019
965,Male,89,130431,52,Healthcare,6,3,11/12/2019
966,Male,59,161091,56,Engineer,9,1,11/12/2019
967,Female,26,69988,2,Homemaker,5,4,11/12/2019
968,Female,5,169702,98,Doctor,5,1,11/12/2019
969,Male,32,186897,49,Healthcare,1,7,11/12/2019
970,Female,98,109061,41,Engineer,6,1,11/12/2019
971,Male,31,188620,30,Artist,3,6,11/12/2019
972,Female,59,108675,57,Artist,4,5,11/12/2019
973,Female,80,177601,34,Entertainment,0,2,11/12/2019
974,Female,12,87365,3,Marketing,1,2,11/12/2019
975,Male,80,95929,23,Engineer,0,2,11/12/2019
976,Male,59,97185,87,Entertainment,0,5,11/12/2019
977,Female,56,103838,17,Artist,1,2,11/12/2019
978,Male,18,129260,11,Doctor,1,3,11/12/2019
979,Female,66,151184,19,Artist,1,4,11/12/2019
980,Female,67,177512,62,Engineer,2,3,11/12/2019
981,Male,39,140099,51,Lawyer,0,7,11/12/2019
982,Male,23,67535,97,Healthcare,7,6,11/12/2019
983,Male,47,133236,61,Executive,1,6,11/12/2019
984,Female,41,87975,5,Homemaker,9,7,11/12/2019
985,Female,40,164350,23,Healthcare,0,5,11/12/2019
986,Male,36,55109,53,Artist,8,3,11/12/2019
987,Female,12,67613,40,Entertainment,1,2,11/12/2019
988,Female,60,185306,47,Entertainment,0,2,11/12/2019
989,Female,24,154787,84,Executive,3,5,11/12/2019
990,Female,17,109759,96,Artist,9,3,11/12/2019
991,Female,92,114571,51,Executive,1,3,11/12/2019
992,Male,32,130697,93,Artist,1,2,11/12/2019
993,Male,39,115916,24,Doctor,13,6,11/12/2019
994,Female,50,69814,53,Artist,9,2,11/12/2019
995,Female,85,118161,74,Engineer,0,4,11/12/2019
